RecordKey	SurveyKey	SampleKey	StartDate	EndDate	DateType	Date	TaxonVersionKey	TaxonName	GridReference	East	North	Projection	Precision	SiteKey	SiteName	Recorder	Determiner	ZeroAbundance	UnderValidation	ImagePath	County	Vice-county	Habitat description	Abundance	Sex	Max depth of survey(m)	Dive position derived from	Types of seabed present	Seabed cover types	Sampling method	Survey name
23640212257315939			21/09/2014	21/09/2014	D	21/09/2014	NBNSYS0000175727	Henricia oculata	W667469	166750	46950	OSI	100		Hangman's Point, Kinsale, Co. Cork	Anne Ferguson		False	False		Cork		Sedimentary sea cliffs								
23640212257315940			21/09/2014	21/09/2014	D	21/09/2014	NBNSYS0000176382	Marthasterias glacialis	W667469	166750	46950	OSI	100		Hangman's Point, Kinsale, Co. Cork	Anne Ferguson		False	False		Cork		Sedimentary sea cliffs								
23640212257315941			15/09/2014	15/09/2014	D	15/09/2014	NHMSYS0020752163	Tripterygion delaisi	W655491	165550	49150	OSI	100		Kinsale Harbour	Anne Ferguson		False	False		Cork										
23640212257315942			21/03/2014	21/03/2014	D	21/03/2014	NBNSYS0000188637	Platichthys flesus	T145103	314550	110350	OSI	100		St. Helens, Rosslare	Brian Reidy		False	False		Wexford	Wexford		6							
23640212257315943			03/04/2014	03/04/2014	D	03/04/2014	NBNSYS0000188637	Platichthys flesus	T145103	314550	110350	OSI	100		St. Helens, Rosslare	Brian Reidy		False	False		Wexford	Wexford		2							
23640212257315944			03/04/2014	03/04/2014	D	03/04/2014	NBNSYS0000177329	Pollachius virens	T145103	314550	110350	OSI	100		St. Helens, Rosslare	Brian Reidy		False	False		Wexford	Wexford		14							
23640212257315945			13/03/2014	13/03/2014	D	13/03/2014	NBNSYS0000174551	Ciliata mustela	T127125	312750	112550	OSI	100		The Safe, Rosslare	Brian Reidy		False	False		Wexford	Wexford									
23640212257315946			03/04/2014	03/04/2014	D	03/04/2014	NBNSYS0000177329	Pollachius virens	T127125	312750	112550	OSI	100		The Safe, Rosslare	Brian Reidy		False	False		Wexford	Wexford		1							
23640212257315947			03/04/2014	03/04/2014	D	03/04/2014	NBNSYS0000177892	Scyliorhinus canicula	T127125	312750	112550	OSI	100		The Safe, Rosslare	Brian Reidy		False	False		Wexford	Wexford		1							
23640212257315948			26/05/2014	26/05/2014	D	26/05/2014	NBNSYS0000176821	Omalosecosa ramulosa	Q238015	23850	101550	OSI	100		Blasket Islands	Declan Mac Gabhann		False	False		Kerry	North Kerry									
23640212257315949			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000173653	Agonus cataphractus	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315950			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000173711	Ammodytes tobianus	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315951			24/07/2014	24/07/2014	D	24/07/2014	NHMSYS0020752127	Chelon labrosus	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315952			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000175392	Gadus morhua	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315953			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000175395	Gaidropsarus mediterraneus	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315954			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000176141	Limanda limanda	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315955			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000176425	Merlangius merlangus	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315956			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000188637	Platichthys flesus	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315957			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000177272	Pleuronectes platessa	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315958			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000177328	Pollachius pollachius	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315959			24/07/2014	24/07/2014	D	24/07/2014	NHMSYS0000544727	Pomatoschistus microps	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315960			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000177540	Psetta maxima	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315961			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000177872	Scophthalmus rhombus	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315962			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000178017	Solea solea	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315963			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000178077	Spinachia spinachia	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315964			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000178133	Sprattus sprattus	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315965			24/07/2014	24/07/2014	D	24/07/2014	NBNSYS0000178257	Syngnathus acus	O239372	323950	237250	OSI	100		Bull Island	Declan Mac Gabhann		False	False		Dublin	Dublin									
23640212257315966			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000174513	Chondrus crispus	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315967			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000174689	Corallina officinalis	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315968			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000175387	Fucus spiralis	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315969			07/07/2014	07/07/2014	D	07/07/2014	NHMSYS0000568164	Fucus vesiculosus	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315970			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000176953	Palmaria palmata	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315971			07/07/2014	07/07/2014	D	07/07/2014	NHMSYS0000568054	Pelvetia canaliculata	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315972			07/07/2014	07/07/2014	D	07/07/2014	NHMSYS0020744386	Saccharina latissima	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315973			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000188599	Anguilla anguilla	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315974			07/07/2014	07/07/2014	D	07/07/2014	NHMSYS0020771699	Chelidonichthys lucerna	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315975			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000176176	Lipophrys pholis	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315976			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000177540	Psetta maxima	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315977			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000173602	Actinia fragacea	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315978			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000173820	Anemonia viridis	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315979			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000178591	Urticina felina	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315980			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000174367	Carcinus maenas	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315981			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000177450	Porcellana platycheles	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315982			07/07/2014	07/07/2014	D	07/07/2014	NHMSYS0020704037	Xantho pilipes	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315983			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000174000	Asterias rubens	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315984			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000176873	Ophiothrix fragilis	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315985			07/07/2014	07/07/2014	D	07/07/2014	NHMSYS0001908734	Porania pulvillus	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315986			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000173903	Aplysia punctata	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315987			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000174225	Buccinum undatum	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315988			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000175456	Gibbula cineraria	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315989			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000176211	Littorina littorea	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315990			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000176212	Littorina mariae	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315991			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000176219	Littorina saxatilis	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315992			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000176399	Melarhaphe neritoides	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315993			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000176602	Mytilus edulis	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315994			07/07/2014	07/07/2014	D	07/07/2014	NBNSYS0000177034	Patella vulgata	Q326050	32650	105050	OSI	100		Ferriters Cove, Ballyferriter	Declan Mac Gabhann		False	False		Kerry	South Kerry									
23640212257315995			05/05/2014	05/05/2014	D	05/05/2014	NHMSYS0000544619	Barbatula barbatula	O121704	312150	270450	OSI	100		Julianstown, River Nanny	Declan Mac Gabhann		False	False		Meath	Meath									
23640212257315996			24/04/2014	24/04/2014	D	24/04/2014	NBNSYS0000188622	Dicentrarchus labrax	T008049	300850	104950	OSI	100		Ballyhealy	Dr. Brian Reidy		False	False		Wexford	Wexford		7							
23640212257315997			24/04/2014	24/04/2014	D	24/04/2014	NBNSYS0000175392	Gadus morhua	T008049	300850	104950	OSI	100		Ballyhealy	Dr. Brian Reidy		False	False		Wexford	Wexford		3							
23640212257315998			24/04/2014	24/04/2014	D	24/04/2014	NBNSYS0000188637	Platichthys flesus	T008049	300850	104950	OSI	100		Ballyhealy	Dr. Brian Reidy		False	False		Wexford	Wexford		4							
23640212257315999			27/03/2014	27/03/2014	D	27/03/2014	NBNSYS0000188607	Salmo trutta	S849122	284950	112250	OSI	100		Barrystown	Dr. Brian Reidy		False	False		Wexford	Wexford		2							
23640212257316000			25/04/2014	25/04/2014	D	25/04/2014	NBNSYS0000188622	Dicentrarchus labrax	T094045	309450	104550	OSI	100		Cut of lake, Carne	Dr. Brian Reidy		False	False		Wexford	Wexford									
23640212257316001			25/04/2014	25/04/2014	D	25/04/2014	NBNSYS0000175392	Gadus morhua	T094045	309450	104550	OSI	100		Cut of lake, Carne	Dr. Brian Reidy		False	False		Wexford	Wexford									
23640212257316002			25/04/2014	25/04/2014	D	25/04/2014	NBNSYS0000188637	Platichthys flesus	T094045	309450	104550	OSI	100		Cut of lake, Carne	Dr. Brian Reidy		False	False		Wexford	Wexford									
23640212257316003			25/04/2014	25/04/2014	D	25/04/2014	NBNSYS0000177329	Pollachius virens	T094045	309450	104550	OSI	100		Cut of lake, Carne	Dr. Brian Reidy		False	False		Wexford	Wexford									
23640212257316004			25/04/2014	25/04/2014	D	25/04/2014	NBNSYS0000177892	Scyliorhinus canicula	T094045	309450	104550	OSI	100		Cut of lake, Carne	Dr. Brian Reidy		False	False		Wexford	Wexford									
23640212257316005			25/04/2014	25/04/2014	D	25/04/2014	NBNSYS0000188622	Dicentrarchus labrax	S886081	288650	108150	OSI	100		Cullenstown	Dr. Brian Reidy		False	False		Wexford	Wexford		2							
23640212257316006			25/04/2014	25/04/2014	D	25/04/2014	NBNSYS0000188637	Platichthys flesus	S886081	288650	108150	OSI	100		Cullenstown	Dr. Brian Reidy		False	False		Wexford	Wexford		5							
23640212257316007			25/04/2014	25/04/2014	D	25/04/2014	NBNSYS0000187158	Sparus aurata	S886081	288650	108150	OSI	100		Cullenstown	Dr. Brian Reidy		False	False		Wexford	Wexford		1							
23640212257316008			10/04/2014	10/04/2014	D	10/04/2014	NBNSYS0000176425	Merlangius merlangus	S725083	272550	108350	OSI	100		Duncannon	Dr. Brian Reidy		False	False		Wexford	Wexford		20							
23640212257316009			10/04/2014	10/04/2014	D	10/04/2014	NBNSYS0000188637	Platichthys flesus	S725083	272550	108350	OSI	100		Duncannon	Dr. Brian Reidy		False	False		Wexford	Wexford		2							
23640212257316010			18/05/2014	18/05/2014	D	18/05/2014	NBNSYS0000188637	Platichthys flesus	G281297	128150	329750	OSI	100		Enniscrone	Dr. Brian Reidy		False	False		Sligo	Sligo		9							
23640212257316011			18/05/2014	18/05/2014	D	18/05/2014	NBNSYS0000177540	Psetta maxima	G281297	128150	329750	OSI	100		Enniscrone	Dr. Brian Reidy		False	False		Sligo	Sligo									
23640212257316012			18/05/2014	18/05/2014	D	18/05/2014	NBNSYS0000188607	Salmo trutta	G281297	128150	329750	OSI	100		Enniscrone	Dr. Brian Reidy		False	False		Sligo	Sligo									
23640212257316013			05/05/2014	05/05/2014	D	05/05/2014	NBNSYS0000188637	Platichthys flesus	L736631	73650	263150	OSI	100		Lettergesh	Dr. Brian Reidy		False	False		Galway			10							
23640212257316014			05/05/2014	05/05/2014	D	05/05/2014	NBNSYS0000177540	Psetta maxima	L736631	73650	263150	OSI	100		Lettergesh	Dr. Brian Reidy		False	False		Galway			9							
23640212257316015			10/05/2014	10/05/2014	D	10/05/2014	NHMSYS0000544611	Alosa fallax	S726379	272650	137950	OSI	100		St. Mullins	Dr. Brian Reidy		False	False		Carlow	Carlow		3							
23640212257316016			23/08/2014	23/08/2014	D	23/08/2014	NBNSYS0000177328	Pollachius pollachius	L621507	62150	250750	OSI	100		White lady	Dr. Brian Reidy		False	False		Galway										
23640212257316017			23/08/2014	23/08/2014	D	23/08/2014	NBNSYS0000187989	Trigla lyra	L621507	62150	250750	OSI	100		White lady	Dr. Brian Reidy		False	False		Galway										
23640212257316018			23/08/2014	23/08/2014	D	23/08/2014	NBNSYS0000177627	Raja clavata	L621507	62150	250750	OSI	100		White lady	Dr. Brian Reidy		False	False		Galway										
23640212257316019			23/08/2014	23/08/2014	D	23/08/2014	NBNSYS0000177892	Scyliorhinus canicula	L621507	62150	250750	OSI	100		White lady	Dr. Brian Reidy		False	False		Galway										
23640212257316020			30/03/2014	30/03/2014	D	30/03/2014	NBNSYS0000177892	Scyliorhinus canicula	Q995738	99550	173850	OSI	100		Seafield Beach	Eamonn Twomey		False	False		Clare	Clare									
23640212257316021			30/03/2014	30/03/2014	D	30/03/2014	NBNSYS0000177892	Scyliorhinus canicula	Q994740	99450	174050	OSI	100		Seafield Beach	Eamonn Twomey		False	False		Clare	Clare									
23640212257316022			11/09/2014	11/09/2014	D	11/09/2014	NHMSYS0020770707	Rhizostoma pulmo	S698059	269850	105950	OSI	100		Woodstown Strand, Co. Waterford	Finbarr Wallace		False	False		Waterford	Waterford									
23640212257316023			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000174513	Chondrus crispus	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316024			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000174597	Cladophora rupestris	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316025			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000174689	Corallina officinalis	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316026			14/04/2014	14/04/2014	D	14/04/2014	NHMSYS0000602386	Enteromorpha	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316027			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000175386	Fucus serratus	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316028			14/04/2014	14/04/2014	D	14/04/2014	NHMSYS0000568164	Fucus vesiculosus	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316029			14/04/2014	14/04/2014	D	14/04/2014	NHMSYS0000567976	Laminaria digitata	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316030			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000175994	Laminaria hyperborea	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316031			14/04/2014	14/04/2014	D	14/04/2014	NHMSYS0000567993	Lithophyllum	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316032			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000176953	Palmaria palmata	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316033			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000178563	Ulva lactuca	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316034			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000173934	Arenicola marina	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316035			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000175253	Eulalia viridis	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316036			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000177760	Sabella pavonina	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316037			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000176176	Lipophrys pholis	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316038			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000022310	Membranipora membranacea	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316039			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000173601	Actinia equina	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316040			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000174336	Cancer pagurus	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316041			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000174367	Carcinus maenas	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316042			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000176934	Pagurus bernhardus	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316043			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000176942	Palaemon serratus	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316044			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000177450	Porcellana platycheles	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
23640212257316045			14/04/2014	14/04/2014	D	14/04/2014	NBNSYS0000042568	Semibalanus balanoides	Q858410	85850	141050	OSI	100		Ballybunion	Geoff Hunt		False	False		Kerry	North Kerry	Sea stacks and islets								
